times,raw,kf
4.539999999999999,84,90.51369725553195
4.539999999999999,84,90.61159550134181
4.579999999999998,84,90.6768310395483
4.619999999999997,84,90.71143050861774
4.659999999999997,83,90.63246139111307
4.68,82,90.44534971999427
4.700000000000003,77,89.81395637177783
4.710000000000001,77,89.18388933952342
4.740000000000002,80,88.81415346002854
4.759999999999998,76,88.09568372231746
4.780000000000001,77,87.4747919880891
4.829999999999998,77,86.86407896510653
4.850000000000001,77,86.26572518141948
4.890000000000001,74,85.42191189681695
4.909999999999997,205,95.9498751776114
4.93,205,106.01337172097433
4.969999999999999,205,115.61256926065269
4.990000000000002,205,124.74641592899393
5.009999999999998,205,133.41595400525495
5.030000000000001,205,141.62534764277143
5.049999999999997,205,149.3787112241432
5.07,205,156.68113921589875
5.109999999999999,205,163.53931455993015
5.130000000000003,205,169.961796100211
5.170000000000002,81,165.14886206585686
5.189999999999998,81,160.4325709301474
5.240000000000002,81,155.82404102240199
5.259999999999998,81,151.33112404639218
5.280000000000001,81,146.95924326077952
5.299999999999997,81,142.7104064273845
5.32,81,138.58869551585443
5.340000000000003,81,134.59919158316885
5.359999999999999,81,130.74717502740148
5.399999999999999,216,138.7411724843376
5.420000000000002,216,146.33606615906785
5.460000000000001,216,153.5354525175936
5.479999999999997,216,160.34638161889112
5.520000000000003,216,166.77718651537236
5.539999999999999,216,172.83790618817272
5.57,216,178.53880678873455
5.590000000000003,216,183.89091039890755
5.609999999999999,216,188.90463565750227
5.630000000000003,216,193.59041010286134
5.649999999999999,216,197.9584668946124
5.689999999999998,216,202.01923568492694
5.710000000000001,217,205.8693512380992
5.75,217,209.43051574502942
5.770000000000003,217,212.71468689661324
5.810000000000002,217,215.73379277180925
5.829999999999998,217,218.49964662451478
5.850000000000001,217,221.02376641866687
5.869999999999997,217,223.31732115916301
5.890000000000001,217,225.3913518223233
5.920000000000002,217,227.25692433026666
5.939999999999998,217,228.9251855517042
5.979999999999997,217,230.40722404435596
6.0,217,231.71391782569273
6.039999999999999,217,232.85575729892207
6.060000000000002,218,233.92751868296597
6.100000000000001,218,234.8498067717922
6.119999999999997,218,235.63144303609354
6.140000000000001,218,236.28095452468096
6.159999999999997,219,236.8911769352287
6.18,219,237.38174049341228
6.200000000000003,219,237.76105884004127
6.219999999999999,220,238.1225136675252
6.259999999999998,221,238.47072748373398
6.289999999999999,222,238.81010296885628
6.329999999999998,222,239.05964307080848
6.350000000000001,222,239.22602902181305
6.390000000000001,222,239.31528102847255
6.409999999999997,222,239.33288106361127
6.43,222,239.2841535469863
6.450000000000003,12,221.39914854903495
6.469999999999999,12,204.23000752846997
6.490000000000002,12,187.7827345406935
6.509999999999998,12,172.06313412581258
6.539999999999999,12,157.0751249510656
6.560000000000002,12,142.8196725954223
6.609999999999999,12,129.29307736662548
6.630000000000003,12,116.4867276920689
6.719999999999999,100,111.8210814613334
6.740000000000002,100,107.5063046146346
6.759999999999998,100,103.52763038976315
6.780000000000001,100,99.87181915721845
6.799999999999997,100,96.52848941700498
6.840000000000003,100,93.48833373425522
6.859999999999999,100,90.74192568402755
6.899999999999999,100,88.27926712906527
6.920000000000002,100,86.08971217579254
6.960000000000001,100,84.16169865942089
6.979999999999997,100,82.48299510878472
7.0,100,81.0405236535214
7.030000000000001,100,79.82080041747987
7.049999999999997,100,78.80928043331768
7.07,101,78.08124346705031
7.090000000000003,101,77.52716210880952
7.130000000000003,102,77.22220685613745
7.149999999999999,102,77.05585615380068
7.189999999999998,103,77.10434799756064
7.210000000000001,103,77.2592085615647
7.25,104,77.59895020608978
7.270000000000003,104,78.01744506172295
7.289999999999999,104,78.50463941798951
7.310000000000002,104,79.0516930362549
7.329999999999998,105,79.74007903167725
7.350000000000001,106,80.55657955271307
7.369999999999997,107,81.4883667043876
7.420000000000002,108,82.52314344220612
7.439999999999998,108,83.56001383046522
7.460000000000001,110,84.77186336920415
7.479999999999997,109,85.88004494595253
7.520000000000003,109,86.97466607174951
7.539999999999999,109,88.0525924403971
7.579999999999998,110,89.19908103353987
7.590000000000003,110,90.32022806388544
7.609999999999999,6,82.33679555996811
7.640000000000001,6,74.77066574380045
7.649999999999999,112,76.8202973104489
7.700000000000003,112,78.81949151603939
7.719999999999999,112,80.76516254650579
7.75,112,82.65525100211738
7.789999999999999,112,84.48949263260117
7.829999999999998,112,86.26710742394148
7.850000000000001,112,87.98778391691624
7.869999999999997,112,89.65199988559414
7.890000000000001,112,91.26011610650185
7.909999999999997,113,92.89756098270776
7.93,113,94.47352420269732
7.950000000000003,113,95.98679282428623
7.990000000000002,113,97.43622776250403
8.009999999999998,113,98.8209288458495
8.049999999999997,14,91.62214691213639
8.07,24,85.60703237627082
8.11,30,80.39073427960085
8.14,32,75.60247086030516
8.159999999999997,34,71.23066899077159
8.18,35,67.17662028437465
8.200000000000003,36,63.43182227950223
8.219999999999999,37,59.98825923239905
8.240000000000002,34,56.49398624882052
8.280000000000001,53,54.846738718545126
8.299999999999997,51,53.1622356926747
8.340000000000003,38,50.498812107332455
8.36,44,48.53152824562943
8.399999999999999,50,47.229759839535575
8.420000000000002,50,46.04971984795593
8.439999999999998,50,44.98540171346617
8.46,49,43.94552534080689
8.490000000000002,48,42.92818627217327
8.509999999999998,48,42.016903628225876
8.530000000000001,48,41.20588103171123
8.57,45,40.233339137335186
8.590000000000003,44,39.276052915451245
8.630000000000003,2,34.839131003646195
8.649999999999999,48,34.5752438677511
8.689999999999998,53,34.80847382331653
8.71,55,35.259269804561036
8.729999999999997,57,35.91535827666566
8.75,59,36.76518430514221
8.770000000000003,60,37.71193795485257
8.79,3,33.817120105820365
8.810000000000002,64,35.32192381506045
8.86,68,37.14505485226038
8.880000000000003,71,39.18092311928542
8.920000000000002,76,41.583946716862066
8.939999999999998,77,43.99455010730269
8.979999999999997,74,46.069140127229446
9.0,75,48.15765236645502
9.020000000000003,73,50.00159590363709
9.04,73,51.77778501849669
9.060000000000002,73,53.48547641852902
9.079999999999998,73,55.12369357743653
9.100000000000001,74,56.77652613884801
9.14,69,57.929176748150674
9.159999999999997,69,59.02543445806039
9.200000000000003,66,59.81060954448475
9.229999999999997,64,60.38211023732526
9.270000000000003,3,55.73811452392654
9.29,62,56.301070680447125
9.310000000000002,3,51.82754817134295
9.329999999999998,3,47.54719789848397
9.350000000000001,65,48.72985124144147
9.369999999999997,3,44.60111373179277
9.39,61,45.59919150519862
9.43,60,46.48558995679592
9.450000000000003,3,42.499472435483135
9.490000000000002,61,43.635903587844425
